id,source_document,category,question,reference_answer,chatbot_answer,refusal,citation_count,faithfulness,answer_relevancy,context_precision,context_recall
a486bfddfafc410653110381747c463425bf5f5c,คู่มือนักศึกษา,การลงทะเบียน,ระเบียบการลงทะเบียน,"1.กำหนดวันและวิธีการลงทะเบียน
มหาวิทยาลัยเป็นผู้กำหนดวันและวิธีการลงทะเบียนในแต่ละภาคเรียน หากนักศึกษาไม่ลงทะเบียนตามกำหนด จะ ไม่มีสิทธิ์เข้าสอบกลางภาคและปลายภาค ในภาคเรียนนั้น","ระเบียบการลงทะเบียนเรียนมีรายละเอียดดังนี้:

*   **วันและวิธีการลงทะเบียน**
    *   กำหนดวันและวิธีการลงทะเบียนในแต่ละภาคเรียนให้เป็นไปตามประกาศของมหาวิทยาลัย
    *   หากนักศึกษาไม่ลงทะเบียนตามกำหนด จะไม่มีสิทธิ์เข้าสอบ (กลางภาคและปลายภาค) ในภาคเรียนนั้น

*   **วิชาที่ต้องลงทะเบียน**
    นักศึกษาต้องลงทะเบียนวิชาเรียนตามหลักสูตรดังต่อไปนี้:
    *   วิชาที่นับหน่วยกิตและนำมาคิดค่าระดับคะแนนเฉลี่ย
    *   วิชาที่ไม่นับหน่วยกิต แต่เป็นวิชาที่บังคับในหลักสูตร
    *   วิชาที่มหาวิทยาลัยกำหนดให้เรียนหรือฝึกโดยไม่นับหน่วยกิตให้
    *   วิชาที่มีหน่วยกิต แต่ไม่ให้ค่าระดับคะแนน หากผลการเรียนหรือการฝึกเป็นที่พอใจจะได้ S หากไม่พอใจจะได้ U และนับหน่วยกิตสำหรับการจบหลักสูตร แต่ไม่นำหน่วยกิตไปคิดค่าระดับคะแนนเฉลี่ย

*   **จำนวนหน่วยกิตในภาคการศึกษาปกติ**
    *   **ตามข้อ ๑๑ (๓)**
        *   วิชาปฏิบัติต้องลงทะเบียนให้ครบตามจำนวนหน่วยกิตที่เปิดสอนในภาคการศึกษานั้น
        *   การลงทะเบียนวิชาเรียนทั้งวิชาทฤษฎีและวิชาปฏิบัติเมื่อรวมกันแล้ว ต้องไม่ต่ำกว่า ๑๒ หน่วยกิต และไม่เกิน ๒๔ หน่วยกิต
        *   กรณีจำนวนหน่วยกิตที่เหลือในหลักสูตรมีจำนวนต่ำกว่าที่กำหนด นักศึกษาสามารถลงทะเบียนต่ำกว่าที่กำหนดได้
    *   **ตามข้อ ๑๓ (๓)**
        *   วิชาปฏิบัติ ต้องลงทะเบียนวิชาเรียนให้ครบตามจำนวนหน่วยกิตที่เปิดสอนในภาคการศึกษานั้น
        *   นักศึกษาภาคปกติลงทะเบียนไม่ต่ำกว่า ๙ หน่วยกิต แต่ไม่เกิน ๒๒ หน่วยกิต
        *   นักศึกษาภาคค่ำลงทะเบียนไม่ต่ำกว่า ๖ หน่วยกิต แต่ไม่เกิน ๑๘ หน่วยกิต
        *   กรณีจำนวนหน่วยกิตที่เหลือในหลักสูตรมีจำนวนต่ำกว่าที่กำหนด นักศึกษาสามารถลงทะเบียนต่ำกว่าที่กำหนดได้

*   **การลงทะเบียนเพื่อรักษาสถานภาพนักศึกษา**
    *   กรณีที่นักศึกษาไม่มีรายวิชาที่จะลงทะเบียนเรียนในภาคการศึกษาปกติ ต้องดำเนินการขอรักษาสถานภาพนักศึกษาและชำระเงินค่ารักษาสถานภาพภายใน ๑๕ วัน นับตั้งแต่วันเปิดภาคการศึกษา
    *   มิฉะนั้นจะพ้นสภาพการเป็นนักศึกษา และให้นับระยะเวลาที่ขอรักษาสถานภาพรวมอยู่ในระยะเวลาการศึกษา

หากต้องการทราบรายละเอียดเพิ่มเติมเกี่ยวกับระเบียบการลงทะเบียนในส่วนใดเป็นพิเศษ สามารถระบุคำถามให้เฉพาะเจาะจงขึ้นได้",False,5,0.9629629629629629,0.7131495957898177,0.7499999999625,1.0
a5909c0ae85588ccf9a1e65d08d30143df5c5b80,คู่มือนักศึกษา,การเพิ่มวิชาเรียน,ขอรายละเอียดการเพิ่มวิชาเรียน,"นักศึกษาที่ลงทะเบียนเรียนไว้แล้ว หากประสงค์จะ ขอเพิ่มวิชาเรียน
ให้ดำเนินการได้ ภายใน 3 สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา สำหรับภาคการศึกษาปกติ
และ ภายในช่วงเวลาที่มหาวิทยาลัยกำหนด ตามปฏิทินการศึกษา","รายละเอียดการเพิ่มวิชาเรียนมีดังนี้:

*   นักศึกษาสามารถขอเพิ่มวิชาเรียนได้ภายใน 1 สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา
*   ในกรณีที่นักศึกษาลงทะเบียนเรียนวิชาใดไว้ หากจะขอเปลี่ยนหรือเพิ่มวิชาเรียน สามารถทำได้ภายใน 3 สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา
*   การคิดค่าระดับคะแนนเฉลี่ยจะคิดเฉพาะหน่วยกิตของวิชาที่เลือกเรียนใหม่เท่านั้น",False,2,1.0,0.747919149126039,0.49999999995,0.5
b5276c9b39331ce63b573ecb3780dea686afd016,คู่มือนักศึกษา,การเปลี่ยนตอนเรียน,ขอข้อมูลการการเปลี่ยนตอนเรียนหน่อย,"นักศึกษาที่ลงทะเบียนเรียนรายวิชาไว้แล้ว หากประสงค์จะ ขอเปลี่ยนตอนเรียน
สามารถดำเนินการได้ ภายใน 3 สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา สำหรับ ภาคการศึกษาปกติ","ข้อมูลเกี่ยวกับการเปลี่ยนวิชาเรียนมีดังนี้:

*   **การขอเปลี่ยนหรือเพิ่มวิชาเรียน:**
    *   สำหรับวิชาทฤษฎี: สามารถทำได้ภายใน 3 สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา
    *   สำหรับวิชาปฏิบัติ: สามารถทำได้ภายใน 1 สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา
*   **การคิดค่าระดับคะแนนเฉลี่ย:** จะคิดเฉพาะหน่วยกิตของวิชาที่เลือกเรียนใหม่

หากคุณต้องการทราบข้อมูลเกี่ยวกับการเปลี่ยนตอนเรียนในแง่มุมอื่น ๆ เช่น การเปลี่ยนกลุ่มเรียน หรือการเปลี่ยนช่วงเวลาเรียนของวิชาเดิม กรุณาระบุคำถามให้เฉพาะเจาะจงขึ้น",False,4,0.6923076923076923,0.8007044435854321,0.99999999995,0.0
f1d8cb436fea24d44314cff7a51a116fb46fe926,คู่มือนักศึกษา,การถอนวิชาเรียน,ฉันต้องการถอนวิชาเรียนทำได้ไหม ต้องทำอะไรบ้าง,"ภาคการศึกษาปกติ นักศึกษาสามารถถอนวิชาเรียนได้ ภายใน 12 สัปดาห์ นับตั้งแต่ วันเปิดภาคการศึกษา
ภาคการศึกษาฤดูร้อน
นักศึกษาสามารถถอนวิชาเรียนได้ ภายใน 2 สัปดาห์
นับตั้งแต่ วันเปิดภาคการศึกษา","คุณสามารถถอนวิชาเรียนได้ โดยมีเงื่อนไขและขั้นตอนดังนี้

**การถอนวิชาเรียนภายในระยะเวลาที่กำหนด**

*   **ภาคการศึกษาปกติ:** สามารถถอนได้ภายใน 12 สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา
*   **ภาคการศึกษาฤดูร้อน:** สามารถถอนได้ภายใน 2 สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา
*   หากถอนวิชาเรียนเมื่อพ้นกำหนดดังกล่าว จะได้รับเกรด W

**การถอนรายวิชาเรียนล่าช้า (กรณีพ้นกำหนดเวลา)**

หากคุณไม่สามารถถอนรายวิชาเรียนได้ทันตามระยะเวลาที่มหาวิทยาลัยกำหนด คุณสามารถยื่นคำร้องขอถอนรายวิชาเรียนล่าช้าได้ โดยมีรายละเอียดดังนี้

*   **คุณสมบัติของนักศึกษา:**
    *   มีสาเหตุอันเหมาะสม และไม่สามารถถอนรายวิชาเรียนได้ทันตามระยะเวลาที่มหาวิทยาลัยกำหนด
    *   ต้องผ่านการพิจารณาเห็นชอบจากภาควิชาฯ

*   **เอกสารที่ต้องแนบ:**
    *   คำร้องทั่วไป
    *   บัตรถอนวิชาเรียน (ต้องมีการลงนามของผู้สอนและอาจารย์ที่ปรึกษาให้ครบถ้วน)
    *   เอกสาร/หลักฐานอื่นๆ เพื่อประกอบการพิจารณา (ถ้ามี) เช่น หลักฐานการถอนรายวิชาเรียนภายในระยะเวลาที่กำหนด แต่เกิดความผิดพลาดจากระบบของมหาวิทยาลัยฯ

*   **ขั้นตอนการปฏิบัติ:**
    1.  นักศึกษาเขียนคำร้องทั่วไปพร้อมระบุเหตุผลการขอถอนรายวิชาเรียนล่าช้าให้ครบถ้วนสมบูรณ์ โดยต้องมีคุณสมบัติตามเกณฑ์ข้างต้น และต้องผ่านความเห็นชอบและการลงนามของอาจารย์ที่ปรึกษา
    2.  นักศึกษาดำเนินการส่งคำร้องกับเจ้าหน้าที่ภาควิชาฯ
    3.  เจ้าหน้าที่ภาควิชาฯ บันทึกข้อมูลและนำเสนอหัวหน้าภาควิชาฯ เพื่อขออนุมัติ
    4.  หากหัวหน้าภาควิชาฯ พิจารณาอนุมัติ ภาควิชาฯ จะนำเสนอคำร้องฯ ต่องานบริการวิชาการเพื่อขออนุมัติจากรองคณบดีฝ่ายวิชาการ
    5.  คำร้องที่อนุมัติงานบริการวิชาการคณะฯ จะนำส่งงานทะเบียนมหาวิทยาลัยฯ และส่งผลสรุปการพิจารณาคำร้องกลับคืนภาควิชาฯ
    6.  เจ้าหน้าที่ภาควิชาฯ แจ้งผลการพิจารณาคำร้องให้นักศึกษารับทราบ
    *   ทั้งนี้ ผลการเรียนในรายวิชาที่ถอนฯ ล่าช้า จะได้รับผลการเรียน W

หากคุณต้องการทราบข้อมูลเพิ่มเติมเกี่ยวกับการถอนวิชาเรียนในช่วงเวลาปกติ หรือมีข้อสงสัยเกี่ยวกับเอกสารที่ต้องใช้ สามารถสอบถามเพิ่มเติมได้",False,4,0.9210526315789473,0.7569430991338781,0.9999999999,1.0
8286f150c8148224904620827cf15a798573a6d6,คู่มือนักศึกษา,การตรวจผลการเรียน,จะรู้ผลการเรียนได้เมื่อไหร่,ให้ติดตามปฏิทินการศึกษาและจะประกาศผลการศึกษา (ผ่านระบบสารสนเทศเพื่องานทะเบียนนักศึกษา),"คุณสามารถทราบผลการเรียนได้ตามกำหนดการดังนี้:

*   **ภาคเรียนที่ 1/2568**
    *   วันแจ้งผลการศึกษาของคณะ/วิทยาลัย: วันจันทร์ที่ 10 พฤศจิกายน 2568
    *   วันประกาศผลการศึกษาของระบบสารสนเทศเพื่องานทะเบียนนักศึกษา: วันศุกร์ที่ 14 พฤศจิกายน 2568
*   **ภาคเรียนที่ 2/2568**
    *   วันอนุมัติผลการศึกษาและวันแจ้งผลการศึกษาของคณะ/วิทยาลัย: วันศุกร์ที่ 10 เมษายน 2569
    *   วันประกาศผลการศึกษาของระบบสารสนเทศเพื่องานทะเบียนนักศึกษา: วันศุกร์ที่ 24 เมษายน 2569
*   **ภาคฤดูร้อน/2568**
    *   วันอนุมัติผลการศึกษา: วันจันทร์ที่ 8 มิถุนายน 2569
    *   วันแจ้งผลการศึกษาของคณะ/วิทยาลัย: วันพุธที่ 10 มิถุนายน 2569
    *   วันประกาศผลการศึกษาของระบบสารสนเทศเพื่องานทะเบียนนักศึกษา: วันศุกร์ที่ 19 มิถุนายน 2569

หากคุณต้องการทราบข้อมูลสำหรับภาคเรียนใดเป็นพิเศษ สามารถระบุเพิ่มเติมได้",False,4,0.8888888888888888,0.7838125697380854,0.999999999975,0.5
9253bc66cb96a4d8ebde37f53bb43ab1c2f9f004,คู่มือนักศึกษา,การเพิ่มวิชาเรียนล่าช้า,การเพิ่มวิชาเรียนล่าช้ามีรายละเอียดอย่างไรบ้าง,การลงทะเบียนเรียนล่าช้ากว่ากำหนดต้องชำระค่าปรับตามที่มหาวิทยาลัยกำหนด,"## ข้อมูลที่พบ
ไม่พบข้อมูลที่เกี่ยวข้องกับการเพิ่มวิชาเรียนล่าช้าโดยเฉพาะในเอกสารที่ให้มา เอกสารระบุเพียงระยะเวลาปกติสำหรับการขอเพิ่มวิชาเรียน

## คำตอบ
ไม่พบข้อมูลที่เกี่ยวข้องเพียงพอในเอกสารที่ให้มา กรุณาระบุคำถามให้เฉพาะเจาะจงขึ้น

## คำถามแนะนำต่อ
*   มีเงื่อนไขหรือขั้นตอนสำหรับการเพิ่มวิชาเรียนหลังจากพ้นกำหนดเวลาปกติหรือไม่?
*   ผลกระทบของการเพิ่มวิชาเรียนล่าช้าคืออะไร?
*   สามารถยื่นคำร้องขอเพิ่มวิชาเรียนล่าช้าได้ที่หน่วยงานใด?",False,5,0.42857142857142855,0.0,0.0,0.0
4e59d2cd565c0f8efc9a057ea6ca7b686a1c9baf,คู่มือนักศึกษา,การถอนวิชาเรียนล่าช้า,การถอนวิชาเรียนล่าช้า จะได้รับผลการเรียนเป็นยังไง,"นักศึกษาสามารถถอนวิชาเรียนได้ ภายในระยะเวลาที่กำหนด ภาคการศึกษาปกติ: ภายใน 12 สัปดาห์ นับจากวันเปิดภาคการศึกษา ภาคฤดูร้อน: ภายใน 2 สัปดาห์ นับจากวันเปิดภาคการศึกษา

กรณีถอนวิชาเรียนเมื่อพ้นกำหนดเวลา
➜ นักศึกษาจะได้รับ อักษร W (Withdrawal) ในรายวิชานั้น",การถอนวิชาเรียนล่าช้า จะได้รับผลการเรียนเป็น W,False,3,1.0,0.8638477942793209,0.9999999999666667,1.0
63b7262cafee4cd0ec404abb492d6a0328ef93eb,คู่มือนักศึกษา,การถอนวิชาเรียนล่าช้ากรณีพิเศษ,การถอนวิชาเรียนล่าช้ากรณีพิเศษต้องทำยังไงบ้าง,"หากนักศึกษามีเหตุผลความจำเป็นอันสมควรที่ไม่สามารถถอนรายวิชาได้ทันตามกำหนด (ภายใน 12 สัปดาห์สำหรับภาคปกติ หรือ 2 สัปดาห์สำหรับภาคฤดูร้อน) สามารถยื่นคำร้องได้โดยต้องปฏิบัติตามขั้นตอนดังนี้,,:
• คุณสมบัติ: ต้องมีสาเหตุอันเหมาะสม และต้องผ่านการพิจารณาเห็นชอบจากภาควิชา
• เอกสารที่ต้องใช้:
    1. คำร้องทั่วไป (ระบุเหตุผลการขอถอนล่าช้าให้ครบถ้วน)
    2. บัตรถอนวิชาเรียน (ต้องมีลายมือชื่ออาจารย์ผู้สอนและอาจารย์ที่ปรึกษาครบถ้วน)
    3. เอกสาร/หลักฐานอื่นๆ เพื่อประกอบการพิจารณา (ถ้ามี)
• ขั้นตอนการปฏิบัติ:
    1. นักศึกษาเขียนคำร้องทั่วไป ระบุเหตุผล และต้องผ่านความเห็นชอบพร้อมลงนามจาก อาจารย์ที่ปรึกษา
    2. ส่งคำร้องที่เจ้าหน้าที่ภาควิชา เพื่อบันทึกข้อมูลและเสนอ หัวหน้าภาควิชา อนุมัติ
    3. หากหัวหน้าภาควิชาอนุมัติ เรื่องจะถูกส่งไปยังงานบริการวิชาการเพื่อขออนุมัติจาก รองคณบดีฝ่ายวิชาการ
    4. เมื่อได้รับอนุมัติแล้ว งานบริการวิชาการจะส่งเรื่องไปยังงานทะเบียนของมหาวิทยาลัย
    5. เจ้าหน้าที่ภาควิชาจะแจ้งผลการพิจารณาให้นักศึกษาทราบ
• ผลการเรียน: รายวิชาที่ได้รับการอนุมัติให้ถอนล่าช้า จะได้รับผลการเรียนเป็น W","การถอนวิชาเรียนล่าช้ากรณีพิเศษ มีขั้นตอนดังนี้:

**คุณสมบัติของนักศึกษา:**
*   มีสาเหตุอันเหมาะสม และไม่สามารถถอนรายวิชาเรียนได้ทันตามระยะเวลาที่มหาวิทยาลัยกำหนด
*   ต้องผ่านการพิจารณาเห็นชอบจากภาควิชาฯ

**เอกสารที่ต้องแนบ:**
*   คำร้องทั่วไป
*   บัตรถอนวิชาเรียน (ต้องมีการลงนามของผู้สอนและอาจารย์ที่ปรึกษาให้ครบถ้วน)
*   เอกสาร/หลักฐานอื่นๆ เพื่อประกอบการพิจารณา (ถ้ามี) เช่น หลักฐานการถอนรายวิชาเรียนภายในระยะเวลาที่กำหนด แต่เกิดความผิดพลาดจากระบบของมหาวิทยาลัยฯ

**ขั้นตอนการปฏิบัติ:**
1.  นักศึกษาเขียนคำร้องทั่วไปพร้อมระบุเหตุผลการขอถอนรายวิชาเรียนล่าช้าให้ครบถ้วนสมบูรณ์ โดยต้องมีคุณสมบัติตามเกณฑ์ข้างต้น และต้องผ่านความเห็นชอบและการลงนามของอาจารย์ที่ปรึกษา
2.  นักศึกษาดำเนินการส่งคำร้องกับเจ้าหน้าที่ภาควิชาฯ
3.  เจ้าหน้าที่ภาควิชาฯ บันทึกข้อมูลและนำเสนอหัวหน้าภาควิชาฯ เพื่อขออนุมัติ
4.  หากหัวหน้าภาควิชาฯ พิจารณาอนุมัติ ภาควิชาฯ จะนำเสนอคำร้องฯ ต่องานบริการวิชาการเพื่อขออนุมัติจากรองคณบดีฝ่ายวิชาการ
5.  คำร้องที่อนุมัติงานบริการวิชาการคณะฯ จะนำส่งงานทะเบียนมหาวิทยาลัยฯ และส่งผลสรุปการพิจารณาคำร้องกลับคืนภาควิชาฯ
6.  เจ้าหน้าที่ภาควิชาฯ แจ้งผลการพิจารณาคำร้องให้นักศึกษารับทราบ

ทั้งนี้ ผลการเรียนในรายวิชาที่ถอนล่าช้า จะได้รับผลการเรียน W

หากต้องการทราบข้อมูลเพิ่มเติมเกี่ยวกับคำร้องประเภทอื่น ๆ หรือรายละเอียดเฉพาะเจาะจง สามารถสอบถามเพิ่มเติมได้",False,2,0.8571428571428571,0.7788309775106146,0.99999999995,0.9090909090909091
e97d2c125c52980e3af10d4dc9fcbd7dc585a9cc,คู่มือนักศึกษา,การถอนรายวิชาผิดพลาด,การถอนรายวิชาผิดพลาดมีรายละเอียดยังไงบ้าง,"ในกรณีที่นักศึกษาได้ดำเนินการถอนรายวิชาแล้วแต่เกิดข้อผิดพลาด (เช่น ถอนในระบบแล้วแต่ไม่สมบูรณ์ หรือระบบขัดข้อง) ให้ดำเนินการในลักษณะเดียวกับ การถอนวิชาเรียนล่าช้า โดยมีรายละเอียดเพิ่มเติมคือ:
• เงื่อนไข: ใช้สำหรับกรณีที่นักศึกษาได้ทำการถอนรายวิชาเรียนภายในระยะเวลาที่กำหนดแล้ว แต่เกิดความผิดพลาดจากระบบของมหาวิทยาลัย
• สิ่งที่ต้องทำ: ให้ยื่นคำร้องขอถอนวิชาเรียนล่าช้าตามขั้นตอนข้างต้น แต่ในส่วนของเอกสารแนบ ต้องแนบหลักฐาน ที่แสดงว่าได้ทำการถอนรายวิชาภายในระยะเวลาที่กำหนด หรือหลักฐานความผิดพลาดจากระบบ เพื่อประกอบการพิจารณาด้วย","การถอนรายวิชาผิดพลาดที่สามารถนำมาประกอบการพิจารณาได้คือ กรณีที่นักศึกษาได้ดำเนินการถอนรายวิชาเรียนภายในระยะเวลาที่มหาวิทยาลัยกำหนด แต่เกิดความผิดพลาดจากระบบของมหาวิทยาลัยฯ ทำให้ไม่สามารถถอนได้สำเร็จ

ข้อมูลนี้สามารถใช้เป็นหลักฐานประกอบการพิจารณาสำหรับคำร้องขอถอนรายวิชาเรียนล่าช้าได้

หากต้องการทราบรายละเอียดเพิ่มเติมเกี่ยวกับขั้นตอนหรือคุณสมบัติในการยื่นคำร้องขอถอนรายวิชาเรียนล่าช้า สามารถสอบถามได้เลย",False,2,0.5714285714285714,0.8552261175148648,0.9999999999,1.0
97d2eb267d71658db167ba592fb3f09e44283c50,คู่มือนักศึกษา,ปฎิทินการลงทะเบียน,ขอทราบปฎิทินการลงทะเบียนหน่อย,"ภาคเรียนที่ 1/2568
วันเปิดภาคการศึกษาและเริ่มเรียน
▶️ จันทร์ที่ 23 มิถุนายน 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันแรกของการลงทะเบียน / รักษาสภาพ (มีค่าปรับหากล่าช้า)
▶️ จันทร์ที่ 23 มิถุนายน 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันสุดท้ายของการลงทะเบียนล่าช้ากว่ากำหนด (ต้องชำระค่าปรับ)
▶️ จันทร์ที่ 7 กรกฎาคม 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันสุดท้ายของการเพิ่ม / เปลี่ยนตอนวิชาเรียน
▶️ อังคารที่ 22 กรกฎาคม 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันสุดท้ายของการถอนวิชาเรียนโดยไม่นำหน่วยกิตมาคิดเกรดเฉลี่ย
▶️ จันทร์ที่ 15 กันยายน 2568
ภาคเรียนที่ 2/2568

วันพบอาจารย์ที่ปรึกษา และลงทะเบียน พร้อมชำระเงิน
▶️ จันทร์ที่ 17 พฤศจิกายน 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันเปิดภาคการศึกษาและเริ่มเรียน
▶️ จันทร์ที่ 24 พฤศจิกายน 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันสุดท้ายของการลงทะเบียนล่าช้ากว่ากำหนด (ต้องชำระค่าปรับ)
▶️ จันทร์ที่ 8 ธันวาคม 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันสุดท้ายของการเพิ่ม / เปลี่ยนตอนวิชาเรียน
▶️ อังคารที่ 23 ธันวาคม 2568
ภาคฤดูร้อน ปีการศึกษา 2568

วันเปิดภาคการศึกษาและเริ่มเรียน
▶️ จันทร์ที่ 20 พฤษภาคม 2569 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันสุดท้ายของการถอนวิชาเรียน
▶️ จันทร์ที่ 4 พฤษภาคม 2569 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันประกาศผลการศึกษาภาคฤดูร้อน
▶️ อังคารที่ 7 กรกฎาคม 2569","ปฏิทินการลงทะเบียนสำหรับปีการศึกษา 2568 มีรายละเอียดดังนี้

### ภาค 1 ปีการศึกษา 2568

*   **จันทร์ที่ 23 มิถุนายน 2568**
    *   วันแรกของการลงทะเบียนและรักษาสภาพล่าช้ากว่ากำหนด (ต้องชำระค่าปรับ)
    *   วันแรกของการเพิ่ม เปลี่ยนตอน และถอนวิชาเรียน
    *   วันแรกของการรักษาสภาพนักศึกษา กรณีขอลาพักการศึกษาระดับปริญญาตรี เมื่อมิได้ลงทะเบียนรับเรียน
    *   วันแรกของการขอโอนรายวิชาระดับปริญญาตรี
*   **จันทร์ที่ 7 กรกฎาคม 2568**
    *   วันสุดท้ายของการลงทะเบียนล่าช้ากว่ากำหนด (ต้องชำระค่าปรับ)
    *   วันสุดท้ายของการลงทะเบียนรักษาสภาพนักศึกษาและลาพักการศึกษากรณียังไม่ได้ลงทะเบียนวิชาเรียน
    *   วันสุดท้ายของการขอโอนรายวิชาระดับปริญญาตรี
*   **อังคารที่ 8 กรกฎาคม 2568**
    *   วันแรกของการคืนสภาพสำหรับผู้พ้นสภาพเนื่องจากมิได้ลงทะเบียนรักษาสภาพของนักศึกษาระดับปริญญาตรีและบัณฑิตศึกษา
*   **จันทร์ที่ 14 กรกฎาคม 2568**
    *   วันสุดท้ายของการเพิ่ม เปลี่ยนตอนวิชาเรียน
*   **อังคารที่ 22 กรกฎาคม 2568**
    *   วันสุดท้ายของการคืนสภาพสำหรับผู้พ้นสภาพเนื่องจากมิได้ลงทะเบียนรักษาสภาพของนักศึกษาระดับบัณฑิตศึกษา

### ภาค 2 ปีการศึกษา 2568

*   **จันทร์ที่ 17 พฤศจิกายน 2568**
    *   วันพบอาจารย์ที่ปรึกษา ตามเวลาที่อาจารย์กำหนดและลงทะเบียนรักษาเรียน พร้อมชำระเงินตามประกาศมหาวิทยาลัย
    *   นักศึกษาระดับปริญญาตรี/ ปริญญาโท/ ปริญญาเอก ชั้นปีที่ 1, 2, 3, 4 และ 5 - ชั้นปีที่ 1 (เลขประจำตัวนักศึกษาขึ้นต้นด้วย 68)
*   **18 พฤศจิกายน 2568**
    *   นักศึกษาระดับปริญญาตรี/ ปริญญาโท/ ปริญญาเอก ชั้นปีที่ 1, 2, 3, 4 และ 5 - ชั้นปีที่ 2 (เลขประจำตัวนักศึกษาขึ้นต้นด้วย 67)
*   **19 พฤศจิกายน 2568**
    *   นักศึกษาระดับปริญญาตรี/ ปริญญาโท/ ปริญญาเอก ชั้นปีที่ 1, 2, 3, 4 และ 5 - ชั้นปีที่ 3 (เลขประจำตัวนักศึกษาขึ้นต้นด้วย 66)
*   **จันทร์ที่ 24 พฤศจิกายน 2568**
    *   วันแรกของการลงทะเบียนและรักษาสภาพล่าช้ากว่ากำหนด (ต้องชำระค่าปรับ)
    *   วันแรกของการเพิ่ม เปลี่ยนตอน และถอนรักษาเรียน
    *   วันแรกของการรักษาสภาพบัณฑิตศึกษา กรณีขอลาพักการศึกษา เมื่อมิได้ลงทะเบียนรับวิชาเรียน
    *   วันแรกของการขอโอนรายวิชาระดับปริญญาตรี
*   **จันทร์ที่ 8 ธันวาคม 2568**
    *   วันสุดท้ายของการลงทะเบียนเรียนล่าช้ากว่ากำหนด (ต้องชำระค่าปรับ)
    *   วันสุดท้ายของการลงทะเบียนรักษาสภาพนักศึกษาและลาพักการศึกษา กรณีมิได้ลงทะเบียนวิชาเรียน
    *   วันสุดท้ายของการขอโอนรายวิชาระดับปริญญาตรี
*   **อังคารที่ 9 ธันวาคม 2569** (หมายเหตุ: ปี พ.ศ. ตามเอกสาร)
    *   วันแรกของการคืนสภาพสำหรับผู้พ้นสภาพเนื่องจากมิได้ลงทะเบียนรักษาสภาพของนักศึกษาระดับปริญญาตรีและบัณฑิตศึกษา
*   **จันทร์ที่ 15 ธันวาคม 2569** (หมายเหตุ: ปี พ.ศ. ตามเอกสาร)
    *   วันสุดท้ายของการเพิ่ม เปลี่ยนตอนวิชาเรียน
*   **อังคารที่ 23 ธันวาคม 2569** (หมายเหตุ: ปี พ.ศ. ตามเอกสาร)
    *   วันสุดท้ายของการคืนสภาพสำหรับผู้พ้นสภาพของนักศึกษา เนื่องจากมิได้ลงทะเบียนรักษาสภาพและลาพักการศึกษา ของนักศึกษาระดับบัณฑิตศึกษา

หากคุณต้องการทราบข้อมูลเฉพาะเจาะจงเกี่ยวกับการลงทะเบียนประเภทใด หรือช่วงเวลาใด สามารถสอบถามเพิ่มเติมได้",False,5,0.9523809523809523,0.7700955230828335,0.4499999999775,0.5
